inst,succ gSAT2,succ probSAT,of,steps gSAT2,steps probSAT,awg fined gSAT2,awg fined probSAT,mu gSAT2,sig^2 gSAT2,mu probSAT,sig^2 probSAT,xing,winner
uf50-062.cnf,1000,1000,1000,27.134,26.149,27.134,26.149,3.18602,0.20764,3.17037,0.17815,22,probSAT
uf50-063.cnf,1000,1000,1000,42.352,38.941,42.352,38.941,3.54677,0.3629,3.50382,0.28874,224,probSAT
uf50-064.cnf,1000,1000,1000,33.428,29.017,33.428,29.017,3.2798,0.34575,3.25275,0.21224,31,probSAT
uf50-065.cnf,1000,1000,1000,55.817,48.993,55.817,48.993,3.62596,0.62338,3.65158,0.42259,55,probSAT
uf50-066.cnf,1000,1000,1000,49.2,39.826,49.2,39.826,3.59948,0.53733,3.50252,0.33826,20,probSAT
uf50-067.cnf,1000,1000,1000,33.826,31.188,33.826,31.188,3.35853,0.27976,3.32713,0.21538,14,probSAT
uf50-068.cnf,1000,1000,1000,40.402,36.146,40.402,36.146,3.47662,0.37185,3.45532,0.24841,30,probSAT
uf50-069.cnf,1000,1000,1000,54.399,47.375,54.399,47.375,3.7007,0.46718,3.68255,0.33697,54,probSAT
uf50-070.cnf,1000,1000,1000,46.549,41.244,46.549,41.244,3.51282,0.51872,3.50548,0.38267,50,probSAT
uf50-071.cnf,1000,1000,1000,36.277,34.802,36.277,34.802,3.42812,0.30733,3.41376,0.25604,135,gSAT2
uf50-072.cnf,1000,1000,1000,33.324,31.16,33.324,31.16,3.33497,0.30753,3.32831,0.21092,24,probSAT
uf50-073.cnf,1000,1000,1000,27.598,26.397,27.598,26.397,3.2176,0.19036,3.19127,0.16026,92,gSAT2
uf50-074.cnf,1000,1000,1000,36.331,31.935,36.331,31.935,3.40666,0.32009,3.33838,0.23517,17,probSAT
uf50-075.cnf,1000,1000,1000,43.053,39.268,43.053,39.268,3.58305,0.33287,3.53483,0.26091,22,probSAT
uf50-076.cnf,1000,1000,1000,35.303,35.548,35.303,35.548,3.40011,0.285,3.44074,0.241,56,probSAT
uf50-077.cnf,1000,1000,1000,71.941,52.19,71.941,52.19,3.86193,0.71571,3.71571,0.42679,26,probSAT
uf50-078.cnf,1000,1000,1000,51.077,40.39,51.077,40.39,3.59959,0.52186,3.52669,0.31115,32,probSAT
uf50-079.cnf,1000,1000,1000,25.328,25.298,25.328,25.298,3.1332,0.18906,3.14993,0.16042,27,probSAT
uf50-080.cnf,1000,1000,1000,61.449,47.655,61.449,47.655,3.77246,0.59074,3.6602,0.36837,30,probSAT
uf50-081.cnf,1000,1000,1000,40.732,38.243,40.732,38.243,3.39406,0.46844,3.46123,0.32483,67,probSAT
uf50-082.cnf,1000,1000,1000,25.78,25.429,25.78,25.429,3.12051,0.24285,3.13611,0.19456,28,probSAT
uf50-083.cnf,1000,1000,1000,31.296,29.9,31.296,29.9,3.29582,0.26944,3.29305,0.19829,27,probSAT
uf50-084.cnf,1000,1000,1000,33.829,34.448,33.829,34.448,3.32991,0.32182,3.39537,0.27125,55,probSAT
uf50-085.cnf,1000,1000,1000,33.945,32.125,33.945,32.125,3.3829,0.27002,3.35894,0.2135,26,probSAT
uf50-086.cnf,989,1000,1000,108.414,68.199,256.914,68.199,3.95539,0.86791,3.86016,0.58736,34,probSAT
uf50-087.cnf,1000,1000,1000,79.174,62.857,79.174,62.857,4.00477,0.70342,3.8949,0.46305,33,probSAT
uf50-088.cnf,1000,1000,1000,32.67,33.525,32.67,33.525,3.3545,0.25769,3.3987,0.22091,98,gSAT2
uf50-089.cnf,1000,1000,1000,44.137,39.174,44.137,39.174,3.5582,0.38465,3.51343,0.27829,40,probSAT
uf50-090.cnf,1000,1000,1000,57.131,46.799,57.131,46.799,3.73446,0.54821,3.63427,0.38279,23,probSAT
uf50-091.cnf,1000,1000,1000,27.519,26.696,27.519,26.696,3.19861,0.21781,3.19094,0.1779,21,probSAT
uf50-092.cnf,1000,1000,1000,41.208,38.705,41.208,38.705,3.48932,0.4072,3.48964,0.31807,42,probSAT
uf50-093.cnf,1000,1000,1000,54.671,45.716,54.671,45.716,3.72728,0.49897,3.6401,0.35144,32,probSAT
uf50-094.cnf,1000,1000,1000,35.488,34.949,35.488,34.949,3.38413,0.31591,3.40378,0.27225,258,gSAT2
uf50-095.cnf,1000,1000,1000,41.427,39.753,41.427,39.753,3.52136,0.35273,3.54213,0.26649,45,probSAT
uf50-096.cnf,1000,1000,1000,47.952,43.399,47.952,43.399,3.60746,0.46133,3.59541,0.33564,41,probSAT
uf50-097.cnf,1000,1000,1000,51.369,43.376,51.369,43.376,3.6964,0.44573,3.60915,0.31226,22,probSAT
uf50-098.cnf,1000,1000,1000,55.409,43.399,55.409,43.399,3.63909,0.56661,3.55922,0.38452,26,probSAT
uf50-099.cnf,1000,1000,1000,49.601,40.595,49.601,40.595,3.60504,0.49819,3.52058,0.32805,23,probSAT
uf50-0100.cnf,1000,1000,1000,41.269,38.52,41.269,38.52,3.53864,0.33181,3.5245,0.24683,36,probSAT
uf50-0101.cnf,1000,1000,1000,52.525,41.538,52.525,41.538,3.63167,0.50194,3.53064,0.34463,20,probSAT
uf50-0102.cnf,1000,1000,1000,47.748,42.552,47.748,42.552,3.62298,0.4239,3.57159,0.31568,25,probSAT
uf50-0103.cnf,1000,1000,1000,28.564,27.472,28.564,27.472,3.23486,0.22284,3.22283,0.17746,24,probSAT
uf50-0104.cnf,1000,1000,1000,31.602,31.133,31.602,31.133,3.31485,0.25239,3.33411,0.20086,36,probSAT
uf50-0105.cnf,1000,1000,1000,34.368,33.538,34.368,33.538,3.3947,0.2667,3.40063,0.21899,28,probSAT
uf50-0106.cnf,1000,1000,1000,32.63,31.488,32.63,31.488,3.31333,0.29471,3.32883,0.23112,37,probSAT
uf50-0107.cnf,1000,1000,1000,45.012,38.98,45.012,38.98,3.5727,0.41549,3.50629,0.2975,19,probSAT
uf50-0108.cnf,1000,1000,1000,37.731,33.455,37.731,33.455,3.43718,0.33817,3.38622,0.23555,30,probSAT
uf50-0109.cnf,1000,1000,1000,41.65,38.451,41.65,38.451,3.4858,0.41433,3.49059,0.3041,50,probSAT
uf50-0110.cnf,1000,1000,1000,46.793,41.676,46.793,41.676,3.5385,0.46735,3.53997,0.33851,49,probSAT
uf50-0111.cnf,1000,1000,1000,43.441,38.851,43.441,38.851,3.53152,0.43608,3.49244,0.3021,24,probSAT
uf50-0112.cnf,1000,1000,1000,37.995,34.699,37.995,34.699,3.45323,0.32347,3.42378,0.23465,28,probSAT
uf50-0113.cnf,1000,1000,1000,46.726,40.789,46.726,40.789,3.58913,0.43939,3.53342,0.33138,36,probSAT
uf50-0114.cnf,1000,1000,1000,44.612,40.924,44.612,40.924,3.55249,0.44219,3.54642,0.31397,40,probSAT
uf50-0115.cnf,1000,1000,1000,38.848,35.057,38.848,35.057,3.39528,0.39799,3.39374,0.28857,46,probSAT
uf50-0116.cnf,1000,1000,1000,41.936,36.204,41.936,36.204,3.48453,0.41766,3.45206,0.26916,32,probSAT
uf50-0117.cnf,1000,1000,1000,25.002,24.114,25.002,24.114,3.07454,0.25883,3.09123,0.17753,25,probSAT
uf50-0118.cnf,1000,1000,1000,37.114,33.467,37.114,33.467,3.41472,0.36961,3.36412,0.27697,193,probSAT
uf50-0119.cnf,1000,1000,1000,51.473,43.88,51.473,43.88,3.66568,0.46582,3.60292,0.33345,21,probSAT
uf50-0120.cnf,1000,1000,1000,34.491,32.875,34.491,32.875,3.3659,0.32206,3.36116,0.25569,31,probSAT
uf50-0121.cnf,1000,1000,1000,43.148,39.011,43.148,39.011,3.51158,0.40631,3.48681,0.31325,27,probSAT
uf50-0122.cnf,1000,1000,1000,42.083,38.651,42.083,38.651,3.52625,0.38399,3.51128,0.27475,38,probSAT
uf50-0123.cnf,1000,1000,1000,92.539,68.699,92.539,68.699,4.09292,0.78349,3.96834,0.49331,35,probSAT
uf50-0124.cnf,1000,1000,1000,29.658,28.954,29.658,28.954,3.25495,0.25181,3.26476,0.19699,37,probSAT
uf50-0125.cnf,1000,1000,1000,64.207,52.974,64.207,52.974,3.76931,0.61947,3.75784,0.39059,50,probSAT
uf50-0126.cnf,1000,1000,1000,29.348,27.875,29.348,27.875,3.23923,0.24725,3.21312,0.20674,198,probSAT
uf50-0127.cnf,1000,1000,1000,33.407,30.831,33.407,30.831,3.35705,0.27466,3.31782,0.20844,26,probSAT
uf50-0128.cnf,1000,1000,1000,45.131,39.802,45.131,39.802,3.58943,0.38046,3.54586,0.26625,40,probSAT
uf50-0129.cnf,1000,1000,1000,36.308,33.899,36.308,33.899,3.41192,0.31466,3.39575,0.24087,36,probSAT
uf50-0130.cnf,1000,1000,1000,29.861,29.396,29.861,29.396,3.25101,0.26381,3.26771,0.21521,31,probSAT
uf50-0131.cnf,1000,1000,1000,36.302,34.326,36.302,34.326,3.37411,0.35642,3.39244,0.26137,44,probSAT
uf50-0132.cnf,1000,1000,1000,33.955,31.673,33.955,31.673,3.36257,0.2869,3.34512,0.21461,31,probSAT
uf50-0133.cnf,977,999,1000,181.963,119.059,492.463,132.559,4.50425,0.94017,4.33429,0.74445,29,probSAT
uf50-0134.cnf,1000,1000,1000,51.19,44.825,51.19,44.825,3.66971,0.47231,3.63146,0.32273,28,probSAT
uf50-0135.cnf,1000,1000,1000,54.398,49.825,54.398,49.825,3.64779,0.56589,3.63771,0.47289,52,probSAT
uf50-0136.cnf,1000,1000,1000,29.465,28.796,29.465,28.796,3.24486,0.25246,3.24427,0.21586,27,probSAT
uf50-0137.cnf,1000,1000,1000,39.367,36.145,39.367,36.145,3.44689,0.37602,3.4439,0.27772,47,probSAT
uf50-0138.cnf,1000,1000,1000,29.596,27.301,29.596,27.301,3.24791,0.25524,3.21405,0.17967,24,probSAT
uf50-0139.cnf,987,1000,1000,109.933,67.915,285.433,67.915,4.06224,0.72876,3.93674,0.49042,32,probSAT
uf50-0140.cnf,1000,1000,1000,42.029,38.651,42.029,38.651,3.49738,0.4163,3.48964,0.3074,37,probSAT
uf50-0141.cnf,1000,1000,1000,28.551,28.017,28.551,28.017,3.20191,0.2674,3.22156,0.21528,34,probSAT
uf50-0142.cnf,1000,1000,1000,29.748,30.548,29.748,30.548,3.25375,0.24855,3.31368,0.20343,101,probSAT
uf50-0143.cnf,1000,1000,1000,47.542,44.484,47.542,44.484,3.69072,0.31743,3.67181,0.24168,36,probSAT
uf50-0144.cnf,1000,1000,1000,86.243,65.691,86.243,65.691,3.95353,0.84598,3.83967,0.58009,31,probSAT
uf50-0145.cnf,1000,1000,1000,41.97,36.666,41.97,36.666,3.49656,0.37312,3.45555,0.26225,32,probSAT
uf50-0146.cnf,1000,1000,1000,71.352,50.584,71.352,50.584,3.75549,0.72655,3.68233,0.43261,44,probSAT
uf50-0147.cnf,1000,1000,1000,52.991,43.262,52.991,43.262,3.57005,0.60429,3.54154,0.39174,45,probSAT
uf50-0148.cnf,1000,1000,1000,34.53,34.091,34.53,34.091,3.41374,0.23875,3.42002,0.2086,37,probSAT
uf50-0149.cnf,1000,1000,1000,34.008,31.853,34.008,31.853,3.35724,0.29995,3.33711,0.23428,50,probSAT
uf50-0150.cnf,1000,1000,1000,41.451,36.556,41.451,36.556,3.44914,0.43387,3.42353,0.31531,39,probSAT
uf50-0151.cnf,1000,1000,1000,37.122,33.295,37.122,33.295,3.43459,0.32057,3.38462,0.22183,24,probSAT
uf50-0152.cnf,1000,1000,1000,46.504,40.0,46.504,40.0,3.55434,0.4196,3.51782,0.31037,27,probSAT
uf50-0153.cnf,1000,1000,1000,43.142,41.782,43.142,41.782,3.55782,0.37579,3.55528,0.32481,43,probSAT
uf50-0154.cnf,998,1000,1000,133.387,73.868,160.387,73.868,4.17972,1.21505,3.95972,0.62595,29,probSAT
uf50-0155.cnf,1000,1000,1000,46.715,43.973,46.715,43.973,3.56523,0.47376,3.61534,0.31683,52,probSAT
uf50-0156.cnf,1000,1000,1000,40.141,38.16,40.141,38.16,3.47376,0.36502,3.50533,0.26139,53,probSAT
uf50-0157.cnf,1000,1000,1000,42.055,37.103,42.055,37.103,3.47234,0.43336,3.45087,0.2864,30,probSAT
uf50-0158.cnf,1000,1000,1000,67.062,51.604,67.062,51.604,3.83152,0.68157,3.68872,0.47079,24,probSAT
uf50-0159.cnf,1000,1000,1000,43.422,39.711,43.422,39.711,3.52392,0.43695,3.48772,0.35876,21,probSAT
uf50-0160.cnf,1000,1000,1000,37.976,34.823,37.976,34.823,3.43694,0.3638,3.40799,0.26758,28,probSAT
uf50-0161.cnf,1000,1000,1000,24.552,24.118,24.552,24.118,3.09743,0.19482,3.10621,0.14868,25,probSAT
uf50-0162.cnf,1000,1000,1000,39.843,37.268,39.843,37.268,3.48494,0.34929,3.46034,0.28289,23,probSAT
uf50-0163.cnf,1000,1000,1000,30.609,29.492,30.609,29.492,3.28833,0.24398,3.27375,0.2066,20,probSAT
uf50-0164.cnf,1000,1000,1000,53.902,46.421,53.902,46.421,3.70291,0.51604,3.66231,0.33576,40,probSAT
uf50-0165.cnf,1000,1000,1000,34.451,34.001,34.451,34.001,3.37066,0.31255,3.38046,0.2633,158,gSAT2
uf50-0166.cnf,1000,1000,1000,33.108,30.969,33.108,30.969,3.34872,0.26523,3.32565,0.20642,36,probSAT
uf50-0167.cnf,1000,1000,1000,46.591,46.817,46.591,46.817,3.59427,0.43181,3.6749,0.32457,70,probSAT
uf50-0168.cnf,1000,1000,1000,38.376,35.095,38.376,35.095,3.40626,0.3811,3.39952,0.28902,38,probSAT
uf50-0169.cnf,1000,1000,1000,24.313,23.504,24.313,23.504,3.08426,0.20142,3.07771,0.15701,23,probSAT
uf50-0170.cnf,1000,1000,1000,31.957,32.012,31.957,32.012,3.33208,0.24094,3.35335,0.21063,102,probSAT
uf50-0171.cnf,1000,1000,1000,31.337,29.1,31.337,29.1,3.28966,0.28363,3.25894,0.21176,24,probSAT
uf50-0172.cnf,1000,1000,1000,49.586,45.316,49.586,45.316,3.65725,0.43512,3.64692,0.31929,52,probSAT
uf50-0173.cnf,1000,1000,1000,33.527,32.313,33.527,32.313,3.39011,0.23583,3.37644,0.19879,33,probSAT
uf50-0174.cnf,1000,1000,1000,37.081,34.555,37.081,34.555,3.41505,0.34539,3.41661,0.24521,39,probSAT
uf50-0175.cnf,998,1000,1000,72.863,57.455,99.863,57.455,3.84446,0.62386,3.81604,0.41826,43,probSAT
uf50-0176.cnf,1000,1000,1000,59.901,49.101,59.901,49.101,3.7171,0.61411,3.67892,0.40527,43,probSAT
uf50-0177.cnf,1000,1000,1000,48.24,42.22,48.24,42.22,3.58119,0.46112,3.56727,0.32069,42,probSAT
uf50-0178.cnf,1000,1000,1000,24.989,23.688,24.989,23.688,3.08092,0.2417,3.07089,0.17938,20,probSAT
uf50-0179.cnf,1000,1000,1000,62.805,48.991,62.805,48.991,3.6544,0.69123,3.59841,0.45282,26,probSAT
uf50-0180.cnf,1000,1000,1000,32.327,31.655,32.327,31.655,3.33685,0.25792,3.34474,0.20981,29,probSAT
uf50-0181.cnf,1000,1000,1000,67.29,52.789,67.29,52.789,3.84249,0.61837,3.76539,0.37443,34,probSAT
uf50-0182.cnf,1000,1000,1000,74.362,52.315,74.362,52.315,3.84354,0.77978,3.71716,0.43586,34,probSAT
uf50-0183.cnf,1000,1000,1000,31.696,29.285,31.696,29.285,3.26384,0.33476,3.24349,0.24223,193,gSAT2
uf50-0184.cnf,1000,1000,1000,38.917,35.531,38.917,35.531,3.38379,0.42117,3.38645,0.31954,44,probSAT
uf50-0185.cnf,1000,1000,1000,55.19,48.869,55.19,48.869,3.63302,0.55111,3.65957,0.41022,83,probSAT
uf50-0186.cnf,1000,1000,1000,52.786,45.297,52.786,45.297,3.7201,0.44862,3.64547,0.31974,36,probSAT
uf50-0187.cnf,1000,1000,1000,48.446,42.218,48.446,42.218,3.65807,0.40942,3.5981,0.28161,35,probSAT
uf50-0188.cnf,1000,1000,1000,39.497,35.825,39.497,35.825,3.48372,0.33686,3.44054,0.25766,24,probSAT
uf50-0189.cnf,1000,1000,1000,30.008,28.786,30.008,28.786,3.26128,0.25785,3.26519,0.18069,135,probSAT
uf50-0190.cnf,1000,1000,1000,32.633,30.755,32.633,30.755,3.316,0.29611,3.30239,0.23266,26,probSAT
uf50-0191.cnf,998,1000,1000,75.224,53.615,102.224,53.615,3.78193,0.69957,3.7252,0.42398,40,probSAT
uf50-0192.cnf,1000,1000,1000,33.679,29.893,33.679,29.893,3.34521,0.29608,3.28596,0.21338,14,probSAT
uf50-0193.cnf,1000,1000,1000,82.423,59.118,82.423,59.118,3.99165,0.72833,3.84778,0.4269,33,probSAT
uf50-0194.cnf,1000,1000,1000,48.971,41.349,48.971,41.349,3.59753,0.47662,3.53115,0.3437,20,probSAT
uf50-0195.cnf,1000,1000,1000,46.068,40.192,46.068,40.192,3.59344,0.41967,3.55148,0.27727,33,probSAT
uf50-0196.cnf,1000,1000,1000,40.982,35.024,40.982,35.024,3.49093,0.39386,3.40211,0.28925,22,probSAT
uf50-0197.cnf,1000,1000,1000,39.957,36.229,39.957,36.229,3.46957,0.34845,3.44453,0.24702,31,probSAT
uf50-0198.cnf,1000,1000,1000,37.647,33.918,37.647,33.918,3.41983,0.35992,3.38687,0.25884,27,probSAT
uf50-0199.cnf,1000,1000,1000,39.318,38.822,39.318,38.822,3.42524,0.4052,3.4656,0.3423,66,probSAT
uf50-0200.cnf,1000,1000,1000,29.732,28.932,29.732,28.932,3.26903,0.22987,3.27271,0.18051,34,probSAT
uf50-0201.cnf,1000,1000,1000,47.002,41.897,47.002,41.897,3.55568,0.52171,3.55201,0.34466,37,probSAT
uf50-0202.cnf,1000,1000,1000,43.291,38.266,43.291,38.266,3.4547,0.47822,3.43801,0.35859,50,probSAT
uf50-0203.cnf,1000,1000,1000,54.517,43.842,54.517,43.842,3.71851,0.47782,3.60002,0.33775,16,probSAT
uf50-0204.cnf,1000,1000,1000,39.512,34.778,39.512,34.778,3.44625,0.38344,3.41041,0.2617,27,probSAT
uf50-0205.cnf,1000,1000,1000,40.095,37.337,40.095,37.337,3.48178,0.375,3.46642,0.28999,36,probSAT
uf50-0206.cnf,1000,1000,1000,30.708,28.716,30.708,28.716,3.2566,0.29585,3.242,0.21345,25,probSAT
uf50-0207.cnf,1000,1000,1000,49.939,43.788,49.939,43.788,3.59508,0.52031,3.58653,0.33859,44,probSAT
uf50-0208.cnf,999,1000,1000,55.798,43.552,69.298,43.552,3.60011,0.56832,3.55632,0.37404,34,probSAT
uf50-0209.cnf,1000,1000,1000,29.585,30.373,29.585,30.373,3.26273,0.2288,3.31054,0.20044,65,probSAT
uf50-0210.cnf,1000,1000,1000,60.446,41.671,60.446,41.671,3.60795,0.69429,3.52144,0.35909,31,probSAT
uf50-0211.cnf,1000,1000,1000,45.396,36.851,45.396,36.851,3.58636,0.39753,3.47554,0.25138,18,probSAT
uf50-0212.cnf,1000,1000,1000,35.651,33.323,35.651,33.323,3.39709,0.31525,3.3822,0.23545,26,probSAT
uf50-0213.cnf,1000,1000,1000,39.755,34.991,39.755,34.991,3.44361,0.41071,3.3918,0.31222,30,probSAT
uf50-0214.cnf,1000,1000,1000,37.341,36.804,37.341,36.804,3.45081,0.30953,3.47126,0.25447,208,gSAT2
uf50-0215.cnf,1000,1000,1000,39.102,35.857,39.102,35.857,3.44108,0.3977,3.42922,0.28812,40,probSAT
uf50-0216.cnf,1000,1000,1000,45.836,45.169,45.836,45.169,3.53396,0.44162,3.60578,0.35401,79,probSAT
uf50-0217.cnf,1000,1000,1000,40.679,35.93,40.679,35.93,3.50956,0.34408,3.43772,0.27189,None,probSAT
uf50-0218.cnf,1000,1000,1000,39.339,34.143,39.339,34.143,3.44118,0.40498,3.37967,0.28083,27,probSAT
uf50-0219.cnf,1000,1000,1000,52.438,46.072,52.438,46.072,3.65859,0.5296,3.6329,0.36574,33,probSAT
uf50-0220.cnf,1000,1000,1000,63.325,52.21,63.325,52.21,3.73158,0.70087,3.70325,0.46759,47,probSAT
uf50-0221.cnf,1000,1000,1000,52.509,45.57,52.509,45.57,3.67645,0.48752,3.63804,0.33736,40,probSAT
uf50-0222.cnf,1000,1000,1000,28.873,28.491,28.873,28.491,3.23929,0.22745,3.25502,0.18061,33,probSAT
uf50-0223.cnf,1000,1000,1000,47.788,39.285,47.788,39.285,3.57123,0.50714,3.49867,0.31032,28,probSAT
uf50-0224.cnf,1000,1000,1000,29.037,28.198,29.037,28.198,3.23098,0.24778,3.23946,0.19822,38,probSAT
uf50-0225.cnf,1000,1000,1000,43.452,40.964,43.452,40.964,3.56423,0.34344,3.57236,0.2632,51,probSAT
uf50-0226.cnf,1000,1000,1000,78.906,57.443,78.906,57.443,3.96865,0.72521,3.80278,0.46474,26,probSAT
uf50-0227.cnf,1000,1000,1000,39.056,36.815,39.056,36.815,3.4643,0.35787,3.47411,0.25906,37,probSAT
uf50-0228.cnf,1000,1000,1000,36.266,34.006,36.266,34.006,3.41209,0.30592,3.38392,0.25945,31,probSAT
uf50-0229.cnf,1000,1000,1000,58.778,48.09,58.778,48.09,3.686,0.60885,3.62905,0.44206,27,probSAT
uf50-0230.cnf,1000,1000,1000,39.803,35.766,39.803,35.766,3.46057,0.37537,3.44793,0.24609,37,probSAT
uf50-0231.cnf,1000,1000,1000,52.182,45.849,52.182,45.849,3.62773,0.54725,3.61827,0.3799,52,probSAT
uf50-0232.cnf,1000,1000,1000,31.942,30.401,31.942,30.401,3.29605,0.28814,3.28345,0.24477,32,probSAT
uf50-0233.cnf,1000,1000,1000,56.862,46.849,56.862,46.849,3.71503,0.55991,3.63612,0.38271,29,probSAT
uf50-0234.cnf,1000,1000,1000,45.194,41.134,45.194,41.134,3.51584,0.49299,3.52768,0.34186,40,probSAT
uf50-0235.cnf,998,1000,1000,66.787,50.331,93.787,50.331,3.75265,0.63467,3.68879,0.40414,32,probSAT
uf50-0236.cnf,1000,1000,1000,37.228,33.221,37.228,33.221,3.3851,0.39271,3.35681,0.26926,28,probSAT
uf50-0237.cnf,1000,1000,1000,31.114,28.902,31.114,28.902,3.25995,0.29757,3.23169,0.2375,25,probSAT
uf50-0238.cnf,1000,1000,1000,26.53,27.04,26.53,27.04,3.14982,0.2286,3.19278,0.1981,44,probSAT
uf50-0239.cnf,1000,1000,1000,29.763,26.034,29.763,26.034,3.24666,0.26892,3.16521,0.1802,17,probSAT
uf50-0240.cnf,1000,1000,1000,47.908,43.487,47.908,43.487,3.64584,0.40192,3.60331,0.31851,35,probSAT
uf50-0241.cnf,1000,1000,1000,53.261,49.48,53.261,49.48,3.71883,0.45431,3.71831,0.33767,40,probSAT
uf50-0242.cnf,1000,1000,1000,33.96,33.179,33.96,33.179,3.37383,0.27311,3.37573,0.24142,59,probSAT
uf50-0243.cnf,1000,1000,1000,32.465,30.996,32.465,30.996,3.33687,0.26123,3.31106,0.22578,129,probSAT
uf50-0244.cnf,1000,1000,1000,29.187,28.355,29.187,28.355,3.2391,0.24704,3.24373,0.1951,27,probSAT
uf50-0245.cnf,1000,1000,1000,28.027,27.02,28.027,27.02,3.20618,0.23742,3.19176,0.1995,24,probSAT
uf50-0246.cnf,1000,1000,1000,90.689,61.564,90.689,61.564,4.03241,0.80154,3.84924,0.48833,17,probSAT
uf50-0247.cnf,1000,1000,1000,38.649,39.696,38.649,39.696,3.49055,0.30549,3.53886,0.27181,227,probSAT
uf50-0248.cnf,1000,1000,1000,47.516,42.121,47.516,42.121,3.59141,0.45049,3.57852,0.30682,39,probSAT
uf50-0249.cnf,1000,1000,1000,49.726,43.011,49.726,43.011,3.65061,0.44266,3.5954,0.31182,31,probSAT
uf50-0250.cnf,1000,1000,1000,26.642,26.678,26.642,26.678,3.15273,0.23669,3.18532,0.18706,134,probSAT
uf50-0251.cnf,1000,1000,1000,52.476,45.681,52.476,45.681,3.59834,0.56367,3.61019,0.38278,44,probSAT
uf50-0252.cnf,1000,1000,1000,31.125,27.959,31.125,27.959,3.25937,0.31343,3.20983,0.21806,18,probSAT
uf50-0253.cnf,1000,1000,1000,32.076,30.508,32.076,30.508,3.33122,0.25521,3.32376,0.17936,25,probSAT
uf50-0254.cnf,1000,1000,1000,36.459,34.654,36.459,34.654,3.3962,0.35044,3.41134,0.24763,34,probSAT
uf50-0255.cnf,1000,1000,1000,27.785,26.99,27.785,26.99,3.20403,0.2203,3.20418,0.18094,32,probSAT
uf50-0256.cnf,1000,1000,1000,41.477,35.6,41.477,35.6,3.47157,0.41656,3.42018,0.27608,21,probSAT
uf50-0257.cnf,1000,1000,1000,34.211,31.115,34.211,31.115,3.35425,0.3108,3.3165,0.22297,20,probSAT
uf50-0258.cnf,999,1000,1000,162.416,103.719,175.916,103.719,4.42626,1.25056,4.23964,0.73517,46,probSAT
uf50-0259.cnf,1000,1000,1000,40.559,38.617,40.559,38.617,3.45589,0.44673,3.45391,0.34978,253,probSAT
uf50-0260.cnf,1000,1000,1000,27.328,26.087,27.328,26.087,3.15217,0.27198,3.14493,0.21738,32,probSAT
uf50-0261.cnf,1000,1000,1000,28.453,26.132,28.453,26.132,3.2167,0.24153,3.16797,0.17726,146,probSAT
uf50-0262.cnf,1000,1000,1000,33.966,32.954,33.966,32.954,3.35156,0.31407,3.35946,0.24913,38,probSAT
uf50-0263.cnf,998,1000,1000,91.733,61.537,118.733,61.537,3.92687,0.86312,3.81844,0.52226,34,probSAT
uf50-0264.cnf,1000,1000,1000,31.639,31.365,31.639,31.365,3.31438,0.26226,3.33181,0.21457,94,probSAT
uf50-0265.cnf,1000,1000,1000,34.267,33.032,34.267,33.032,3.38843,0.26217,3.38056,0.22317,45,probSAT
uf50-0266.cnf,1000,1000,1000,51.383,43.287,51.383,43.287,3.69224,0.42927,3.6092,0.29905,29,probSAT
uf50-0267.cnf,1000,1000,1000,84.24,64.52,84.24,64.52,4.09098,0.67604,3.93664,0.43714,29,probSAT
uf50-0268.cnf,1000,1000,1000,71.328,53.598,71.328,53.598,3.84478,0.67745,3.73841,0.42615,32,probSAT
uf50-0269.cnf,1000,1000,1000,33.523,31.753,33.523,31.753,3.34731,0.29818,3.3384,0.22631,26,probSAT
uf50-0270.cnf,1000,1000,1000,50.761,41.82,50.761,41.82,3.66301,0.48511,3.57943,0.29505,29,probSAT
uf50-0271.cnf,1000,1000,1000,34.847,32.79,34.847,32.79,3.35718,0.34247,3.34841,0.26225,36,probSAT
uf50-0272.cnf,1000,1000,1000,40.095,35.246,40.095,35.246,3.50488,0.3444,3.42912,0.26177,22,probSAT
uf50-0273.cnf,1000,1000,1000,32.424,29.926,32.424,29.926,3.28946,0.33417,3.26784,0.25234,30,probSAT
uf50-0274.cnf,1000,1000,1000,58.791,51.063,58.791,51.063,3.80389,0.48362,3.73914,0.34755,34,probSAT
uf50-0275.cnf,1000,1000,1000,45.743,40.922,45.743,40.922,3.57318,0.45542,3.56074,0.28006,38,probSAT
uf50-0276.cnf,1000,1000,1000,45.906,37.594,45.906,37.594,3.56064,0.41514,3.47142,0.28079,21,probSAT
uf50-0277.cnf,1000,1000,1000,28.173,27.318,28.173,27.318,3.2007,0.24873,3.21063,0.18638,27,probSAT
uf50-0278.cnf,1000,1000,1000,49.531,40.333,49.531,40.333,3.54215,0.54181,3.50385,0.33302,35,probSAT
uf50-0279.cnf,1000,1000,1000,32.654,31.823,32.654,31.823,3.33722,0.27545,3.3371,0.22954,122,probSAT
uf50-0280.cnf,1000,1000,1000,35.682,34.769,35.682,34.769,3.39154,0.32402,3.41297,0.26261,50,probSAT
uf50-0281.cnf,1000,1000,1000,34.917,31.861,34.917,31.861,3.3521,0.35088,3.32415,0.24811,24,probSAT
uf50-0282.cnf,1000,1000,1000,42.508,38.983,42.508,38.983,3.50091,0.42785,3.50142,0.30507,48,probSAT
